Name,Symbol,APIR Code,Morningstar Medalist Rating™,Analyst-Driven %,Data Coverage %,Medalist Rating Date,Morningstar ESG Risk Rating,Morningstar Category,Low Carbon Designation,Sustainable Investment (By Prospectus),Historical Corporate Sustainability Score,Historical Sovereign Sustainability Score,Corporate Sustainability Percent Rank,Portfolio Carbon Risk Score,Fossil Fuel % Covered Portfolio Involved,Alcohol(%),Animal Testing(%),Controversial Weapons(%),Tobacco(%),Gambling(%),Small Arms(%),Thermal Coal(%),1 Month Return (%),3 Months Return (%),6 Months Return (%),YTD Return (%),1 Year Annualised (%),3 Years Annualised (%),5 Years Annualised (%),10 Years Annualised (%),Investment Management Fee(%),TCR (P),Manager Tenure (Yrs),Fund Size (Mil),Equity StyleBox™,Fixed Income StyleBox™,Average Market Cap (Mil),Average Credit Quality,Effective Duration,Morningstar Rating,Morningstar Risk (Rel to Category),3 Year Alpha,3 Year Beta,3 Year R-Squared,3 Year Standard Deviation,3 Year Sharpe Ratio
ALC Active International Equities Fund Main,46495,ETL7724AU,,,,,,Equity World - Currency Hedged,,No,,,,,,,,,,,,,−8.64,−17.63,−12.75,−15.20,−7.66,,,,2.15,4.15,,,,,,,,,,,,,,
Allan Gray Australia Equity A,16128,ETL0060AU,Silver,100.00,100.00,2024-10-16,3,Equity Australia Large Value,No,No,,,,11.29,10.96,3.03,7.38,0,0,1.5,0.00,1.40,−2.72,−3.94,−2.15,−0.77,3.29,4.07,12.86,8.64,0.77,0.77,12.83,"2,543.00 ",Mid Value,,,,,3,5,−2.40,0.88,72.37,13.96,0.09
Allan Gray Australia Equity B,19688,ETL0349AU,Gold,100.00,100.00,2024-10-16,3,Equity Australia Large Value,No,No,,,,11.29,10.96,3.03,7.38,0,0,1.5,0.00,1.40,−2.66,−3.77,−1.78,−0.53,4.08,4.87,13.72,9.07,0.21,0.21,12.83,"2,543.00 ",Mid Value,,,,,4,5,−1.63,0.88,72.37,13.97,0.14
Allspring Emerging Markets Equity Fund,44593,ETL3493AU,Bronze,100.00,100.00,2025-03-31,3,Equity Emerging Markets,Yes,No,,,,8.83,6.99,2.88,5,0,2.54,0,0.00,2.53,−0.74,1.74,3.66,3.12,11.57,,,,0.85,0.85,2.92,110.40 ,Large Blend,,,,,,,,,,,
Alluvium Global Fund,42001,,Neutral,0.00,89.00,2025-03-31,4,Equity World Large Value,Yes,No,,,,7.03,5.09,0,5.09,2.75,0,0,0.00,0.00,−0.99,−3.29,6.08,0.11,8.76,12.29,12.77,,1.15,1.45,8.92,6.78 ,Large Value,,,,,3,4,−1.16,0.88,69.90,12.29,0.71
Alphinity Australian Equity Fund,10716,HOW0019AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,8.99,18.01,0,12.25,0,0,4.99,0.00,9.55,3.15,−3.72,2.78,0.74,13.15,7.52,12.62,8.12,0.90,0.90,14.83,32.46 ,Large Blend,,,,,4,2,0.47,0.95,97.56,12.97,0.34
Alphinity Australian Share Fund,3566,PAM0001AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.01,18.10,0,12.27,0,0,5.01,0.00,9.57,3.09,−3.80,2.63,0.66,12.83,7.45,12.55,8.09,0.90,0.90,14.83,296.63 ,Large Blend,,,,,4,2,0.40,0.94,97.64,12.94,0.33
Alphinity Australian Share Fund - Class B,9105,HOW0122AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.01,18.10,0,12.27,0,0,5.01,0.00,9.57,3.09,−3.80,2.63,0.65,12.80,7.43,12.51,7.58,0.90,0.90,14.83,296.63 ,Large Blend,,,,,4,2,0.38,0.94,97.64,12.94,0.33
Alphinity Australian Share Fund Class P,43907,HOW7374AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.01,18.10,0,12.27,0,0,5.01,0.00,9.57,3.11,−3.75,2.74,0.72,13.08,7.96,,,0.70,0.70,14.83,296.63 ,Large Blend,,,,,5,3,0.89,0.94,97.61,12.90,0.37
Alphinity Australian Share Fund Class X,43908,HOW3039AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.01,18.10,0,12.27,0,0,5.01,0.00,9.57,3.11,−3.75,2.75,0.73,13.08,7.71,,,0.70,0.70,14.83,296.63 ,Large Blend,,,,,5,3,0.64,0.94,97.64,12.94,0.35
Alphinity Concentrated Australian Share Fund,12177,HOW0026AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,3.03,−3.45,3.23,0.85,13.82,7.67,12.35,8.71,0.80,0.83,14.83,423.71 ,Large Blend,,,,,5,3,0.69,0.91,97.06,12.54,0.36
Alphinity Concentrated Australian Share Fund - Class B,305,EQI0001AU,Neutral,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,2.89,−3.56,2.97,0.68,13.14,6.95,11.58,7.94,1.40,1.40,14.83,423.71 ,Large Blend,,,,,4,2,0.03,0.91,96.89,12.49,0.30
Alphinity Concentrated Australian Share Fund - Class I,44076,HOW6368AU,Bronze,100.00,100.00,2024-11-20,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,2.95,−3.42,3.29,0.88,13.85,7.62,12.20,,0.80,0.80,14.83,423.71 ,Large Blend,,,,,4,2,0.66,0.91,96.90,12.50,0.35
Alphinity Global Equity Fund,41735,HOW0164AU,Neutral,10.00,91.00,2025-03-31,3,Equity World Large Blend,Yes,No,,,,4.91,0.00,0,20.98,0,0,0,0.00,0.00,−1.77,−11.17,−1.99,−9.40,7.24,12.55,13.36,,0.75,1.04,9.42,656.00 ,Large Blend,,,,,3,4,−2.89,1.07,88.40,13.24,0.68
Alphinity Global Equity Fund - Class P,46006,HOW1032AU,Neutral,10.00,91.00,2025-03-31,3,Equity World Large Blend,Yes,No,,,,4.91,0.00,0,20.98,0,0,0,0.00,0.00,−1.66,−11.05,−1.79,−9.26,8.12,,,,0.65,1.19,9.42,656.00 ,Large Blend,,,,,,,,,,,
Alphinity Global Sustainable Equity - Class F,44149,HOW0792AU,Silver,10.00,80.00,2025-03-31,4,Equity World Large Blend,Yes,Yes,,,,4.59,0.00,0,22.76,0,0,0,0.00,0.00,−2.88,−11.20,−4.94,−10.54,2.06,9.79,,,0.25,0.25,3.92,111.68 ,Large Growth,,,,,2,4,−4.95,1.02,85.26,12.94,0.50
Alphinity Global Sustainable Equity Fund,44148,HOW1000AU,Bronze,10.00,80.00,2025-03-31,4,Equity World Large Blend,Yes,Yes,,,,4.59,0.00,0,22.76,0,0,0,0.00,0.00,−2.93,−11.32,−5.18,−10.69,1.52,9.23,,,0.75,0.79,3.92,111.68 ,Large Growth,,,,,2,4,−5.44,1.02,85.19,12.91,0.46
Alphinity Sustainable Share Fund,10167,HOW0121AU,Bronze,100.00,100.00,2024-11-20,4,Equity Australia Large Blend,No,Yes,,,,7.95,13.21,0,13.95,0,0,0,0.00,8.71,3.73,−2.92,3.04,1.25,13.42,6.69,12.36,8.96,0.95,0.95,14.83,"1,021.14 ",Large Blend,,,,,4,4,−0.45,1.01,97.87,13.80,0.27
Alphinity Sustainable Share Fund Class B,1635,GLO0015AU,Bronze,100.00,100.00,2024-11-20,4,Equity Australia Large Blend,No,Yes,,,,7.95,13.21,0,13.95,0,0,0,0.00,8.71,3.72,−2.93,3.01,1.24,13.36,6.62,12.24,8.57,0.95,0.95,14.83,"1,021.14 ",Large Blend,,,,,4,4,−0.53,1.01,97.87,13.80,0.27
Altius Green Bond Fund - Ordinary Class,43725,AUS0084AU,Neutral,10.00,83.00,2025-03-31,,Bonds - Australia,,Yes,,,,7.74,4.36,0,0,0,0,0,0.00,0.00,1.71,2.89,4.95,3.16,7.62,2.91,,,0.30,0.30,4.92,,,,,,,3,3,0.19,1.03,98.42,5.89,−0.12
Altius Green Bond Fund - Retail Class,44246,AUS9041AU,Neutral,10.00,83.00,2025-03-31,,Bonds - Australia,,Yes,,,,7.74,4.36,0,0,0,0,0,0.00,0.00,1.70,2.86,4.90,3.12,7.54,2.83,,,0.40,0.40,4.92,,,,,,,3,3,0.12,1.03,98.53,5.90,−0.13
Altius Sustainable Bond Fund,40709,AUS0071AU,Neutral,10.00,95.00,2025-03-31,4,Bonds - Australia,,Yes,,,,7.78,5.88,0,0,0,0,0,0.00,0.00,0.95,1.91,3.76,2.24,6.58,3.90,1.54,1.94,0.37,0.49,8.00,165.14 ,,,,,,4,1,0.61,0.53,90.42,3.21,0.05
Altor Emerging PIPE Fund Fully paid units,45961,ALP7974AU,,,,,,Alternative - Private Equity,,No,,,,,,,,,,,,,−5.12,0.81,−10.35,−2.43,3.42,−5.56,,,1.50,1.50,,,,,,,,,,2.62,−0.79,12.68,25.58,−0.24
Altrinsic Global Equities Trust,19392,ANT0005AU,Neutral,0.00,95.00,2025-03-31,3,Equity World Large Value,Yes,No,,,,7.50,3.66,4.26,16.93,2.53,0,1.48,1.87,0.00,−2.58,0.64,6.69,3.23,13.37,11.32,11.08,8.38,0.99,0.99,13.50,182.00 ,Large Value,,,,,3,2,0.63,0.62,52.66,9.95,0.76
American Century Global Small Cap Fund,44373,ETL7452AU,Neutral,55.00,98.00,2025-03-31,2,Equity World Mid/Small,Yes,No,,,,8.88,4.22,0,4.55,0,0,0.65,0.00,0.00,−0.67,−10.16,−1.99,−8.98,4.69,4.62,,,1.10,1.10,3.42,,Mid Growth,,,,,2,3,−3.20,0.96,87.73,14.98,0.13
American Century Global Small Cap Fund - Class F,44553,ETL5328AU,Neutral,55.00,98.00,2025-03-31,2,Equity World Mid/Small,Yes,No,,,,8.88,4.22,0,4.55,0,0,0.65,0.00,0.00,−0.62,−10.02,−1.67,−8.80,5.57,5.34,,,0.50,0.50,3.42,,Mid Growth,,,,,2,4,−2.56,0.97,88.11,15.15,0.17
AMP AIT Emerging Markets Fund,23260,,,,,,,Equity Region Emerging Markets,,No,,,,,,,,,,,,,−1.26,−2.09,0.71,−0.56,8.62,5.19,3.70,2.95,1.85,2.15,,,,,,,,1,5,−2.51,0.94,90.98,10.81,0.18
AMP AIT Fixed Interest Income - UT36,24009,,,,,,4,Global Bond,,No,,,,5.72,0.84,0.15,1.49,0,0,0.01,0.00,0.00,2.91,3.73,4.07,3.99,7.82,2.63,−0.37,0.72,0.75,0.93,,,,,,,,3,2,−0.83,0.72,95.16,6.29,−0.15
AMP AIT Global Fixed Interest Fund,23763,,,,,,3,Global Bond,Yes,No,,,,5.44,1.43,0.4,3.41,0,0,0.03,0.00,0.00,2.90,3.73,3.74,4.18,7.43,1.41,−1.50,0.26,0.70,0.89,,,,,,,,1,3,−1.36,0.99,97.70,7.54,−0.27
AMP AIT International Shares Fund No. 5,23768,,,,,,3,Equity Sector Global - Real Estate,Yes,No,,,,8.89,0.00,0,0,0,0,4.05,0.00,0.00,0.75,−5.07,1.89,−2.43,15.39,−0.20,5.05,3.87,0.90,1.10,12.08,,Mid Blend,,,,,4,1,1.60,0.83,79.92,17.02,−0.15
AMP Australian Equity Index Fund,43719,AMP9555AU,Bronze,90.00,95.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.94,19.55,0.71,7.74,0,0,2.33,0.00,9.05,3.59,−3.66,1.14,0.65,9.49,6.80,,,0.08,0.08,5.00,,Large Blend,,,,,3,3,−0.37,1.00,99.96,13.56,0.28
AMP Australian Fixed Interest Index Fund,43720,AMP4020AU,Gold,90.00,95.00,2025-03-31,4,Bonds - Australia,,No,,,,7.09,1.71,0.04,0.1,0,0,0,0.00,0.00,1.69,2.83,4.71,3.07,7.05,2.70,,,0.08,0.09,2.67,,,,,,,3,2,−0.05,1.00,99.99,5.65,−0.16
AMP Australian Property Index Fund,43721,AMP3561AU,Gold,90.00,95.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.35,0.00,0,0,0,0,0,0.00,0.00,6.28,−5.03,−4.31,−0.71,8.83,5.07,,,0.08,0.09,,,Large Blend,,,,,3,4,−0.08,1.00,100.00,23.37,0.17
AMP Capital Specialist Australian Share Fund - WT Units,10637,AMP0681AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.58,13.27,1.14,9.69,0,0,1.55,0.00,5.17,0.86,−6.40,−3.52,−2.79,3.93,5.22,11.28,6.92,0.80,1.08,12.33,"2,591.08 ",Large Blend,,,,,3,3,−1.72,0.97,94.40,13.47,0.17
AMP Capital Specialist International Share Fund,15106,,,,,,2,Equity World Large Blend,No,No,,,,9.03,13.82,0.62,15.69,0.68,0,0.11,0.50,1.92,−2.12,−5.85,3.36,−2.50,12.28,14.90,12.21,10.59,0.97,1.26,12.92,"2,699.17 ",Large Blend,,,,,3,2,0.81,0.90,91.78,10.97,0.99
AMP Capital Specialist International Share Fund - Class A,11062,AMP0824AU,Neutral,10.00,88.00,2025-03-31,2,Equity World Large Blend,No,No,,,,9.03,13.82,0.62,15.69,0.68,0,0.11,0.50,1.92,−2.12,−5.87,3.31,−2.52,12.18,14.80,13.18,11.01,0.95,1.04,12.92,"2,699.17 ",Large Blend,,,,,4,2,0.71,0.90,91.78,10.97,0.98
AMP Capital Specialist International Share (Hedged) Fund - Class A,11063,AMP0825AU,Neutral,10.00,88.00,2025-03-31,3,Equity World - Currency Hedged,No,No,,,,7.93,12.75,0.03,13.77,1.33,0,0.07,1.27,0.79,−0.67,−5.39,−0.21,−1.15,8.28,9.78,11.76,8.35,0.95,1.05,11.42,287.50 ,Large Blend,,,,,3,2,0.28,0.94,95.18,14.15,0.47
AMP Capital Wholesale Global Equity - Value Fund,7589,NML0348AU,,,,,3,Equity World Large Value,No,No,,,,7.43,8.29,0,14.43,2.34,0,0,0.80,0.00,−3.35,−6.86,2.89,−3.59,9.51,12.35,12.52,7.64,0.95,1.01,23.50,103.34 ,Large Value,,,,,2,4,−1.98,0.96,87.02,11.95,0.73
AMP - Corporate Super - Cash,1358,NML0502AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.28,0.81,1.71,1.13,3.50,2.79,1.60,0.95,,1.38,2.08,0.41 ,,,,,,,,−0.86,0.43,9.43,0.28,−7.74
AMP - Corporate Super - Fixed Interest,1357,NML0504AU,,,,,,Bonds - Australia,,,,,,,,,,,,,,,1.25,1.50,2.25,2.01,4.83,0.66,−1.30,0.34,,1.48,,,,,,,,2,2,−2.25,0.82,86.81,4.99,−0.59
AMP - Corporate Super - International,1360,NML0508AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−3.52,−7.82,−0.75,−6.33,9.76,8.12,10.27,8.43,,1.45,12.92,681.20 ,,,,,,2,4,−2.55,0.64,64.06,9.34,0.49
AMP - Corporate Super - Shares,1356,NML0507AU,,,,,,Equity Australia Large Blend,,,,,,,,,,,,,,,1.21,−3.19,0.30,−0.32,8.63,6.19,11.68,6.62,,1.48,,,,,,,,3,2,−0.26,0.76,90.23,10.81,0.27
AMP Deferred Annuity-AMP Australian Share,116,AMP0711AU,,,,,,Equity Australia Large Growth,,,,,,,,,,,,,,,3.40,−3.05,2.28,0.95,10.39,10.49,14.16,7.79,,1.78,,,,,,,,5,2,3.79,0.75,84.27,11.05,0.63
AMP Deferred Annuity-AMP International Share,118,AMP0713AU,,,,,,Equity World Large Blend,,,,,,,,,,,,,,,−1.62,−6.33,2.74,−3.85,12.21,12.58,11.47,9.67,,2.07,12.92,,,,,,,4,2,0.36,0.74,84.14,9.46,0.92
AMP Deferred Annuity NEF-AMP Capital Guaranteed Fixed Interest,2291,AMP0722AU,,,,,,Australian Cash,,No,,,,10.84,0.00,0.04,0.59,0,0,0,0.00,0.04,0.21,0.79,1.74,1.10,3.57,1.83,1.10,0.72,,,21.83,14.90 ,Large Growth,,,,,,,−1.66,1.04,5.48,0.51,−4.85
AMP Deferred Annuity NEF-AMP International Share,2289,AMP0723AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.62,−6.33,2.74,−3.85,12.21,12.58,11.47,9.67,,,12.92,4.96 ,,,,,,4,2,0.36,0.74,84.14,9.46,0.92
AMP Emerging Markets Index Fund Class O,44784,IPA8958AU,,,,,2,Equity Emerging Markets,No,No,,,,10.00,8.52,0.73,3.85,0.37,0.01,0.06,0.32,1.79,−1.36,−0.06,2.79,0.97,10.62,,,,0.15,0.15,2.67,764.88 ,Large Blend,,,,,,,,,,,
AMP Equity Fund,7643,AMP0445AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.01,19.60,0.45,7.87,0,0,2.33,0.00,9.48,3.50,−3.84,1.22,0.58,10.34,7.03,11.80,6.94,0.26,0.31,3.17,41.42 ,Large Blend,,,,,3,4,−0.14,1.01,98.53,13.74,0.29
AMP Equity Fund-Class A units,6057,AMP0370AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.01,19.60,0.45,7.87,0,0,2.33,0.00,9.48,3.49,−3.84,1.22,0.57,10.33,7.03,11.81,6.83,0.26,0.26,3.17,41.42 ,Large Blend,,,,,3,4,−0.14,1.01,98.50,13.73,0.29
AMP Flexible Annuity Plan - Cash (Mature),8709,NML0356AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.33,0.98,2.07,1.36,4.20,3.33,1.94,1.24,,1.74,,,,,,,,,,−0.23,0.91,24.77,0.33,−2.66
AMP Flexible Income - Cash Portfolio,5222,NML0174AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.33,0.97,2.02,1.34,4.11,3.29,1.96,1.35,,1.74,,,,,,,,,,−0.29,0.81,20.48,0.32,−2.98
AMP Flexible Income - Cash Portfolio (NE/XF),5250,NML0154AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.34,0.98,2.06,1.36,4.19,3.33,1.98,1.16,,1.74,,,,,,,,,,−0.23,0.89,24.61,0.33,−2.69
AMP Flexible Income - Cash Portfolio (NEF),5230,NML0194AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.34,0.98,2.06,1.36,4.19,3.33,1.98,1.16,,1.74,,,,,,,,,,−0.23,0.89,24.61,0.33,−2.69
AMP Flexible Income - Listed Property Securities,5262,NML0185AU,,,,,,Equity Australia Real Estate,,No,,,,,,,,,,,,,1.37,3.19,0.14,3.27,13.10,−0.98,6.22,3.98,,1.71,,,,,,,,3,1,−5.70,0.52,67.89,14.85,−0.24
AMP Flexible Income - Listed Property Securities NE/XF,5264,NML0166AU,,,,,,Equity Australia Real Estate,,No,,,,,,,,,,,,,1.46,3.47,0.69,3.64,−3.33,−5.49,3.25,2.22,,1.71,,,,,,,,2,1,−9.86,0.46,43.56,16.32,−0.49
AMP Flexible Income - NM Listed Property Securities (NEF),5263,NML0207AU,,,,,,Equity Australia Real Estate,,No,,,,,,,,,,,,,1.46,3.47,0.69,3.64,−3.33,−5.49,3.25,2.22,,2.31,,,,,,,,2,1,−9.86,0.46,43.56,16.32,−0.49
AMP Flexible Income Plan-AMP Capital Guaranteed Fixed Interest,2782,AMP0491AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.25,0.92,2.03,1.29,4.10,1.67,1.60,1.01,,1.75,21.83,,,,,,,,,−1.86,0.86,1.27,0.74,−3.04
AMP Flexible Lifetime Investment-AMP Equity,120,AMP0018AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.01,19.60,0.45,7.87,0,0,2.33,0.00,9.48,3.42,−4.08,0.73,0.24,9.28,7.07,11.26,5.88,1.21,1.21,3.17,41.42 ,Large Blend,,,,,3,3,−0.04,0.97,99.29,13.22,0.30
AMP Flexible Lifetime Investment-AMP International Share Enh Index,12308,AMP0994AU,,,,,2,Equity World Large Blend,No,No,,,,7.07,8.23,0.49,16.18,1.31,0.01,0.26,0.97,0.36,−2.62,−7.48,2.80,−4.85,12.84,14.34,13.41,10.33,1.40,1.59,,968.20 ,Large Blend,,,,,3,3,−0.79,1.01,99.61,11.79,0.89
AMP Flexible Lifetime Investment-Future Directions Australian Bond,9954,AMP0693AU,,,,,,Bonds - Australia,,No,,,,8.85,5.64,0,0,0,0,0,0.00,0.00,1.39,2.25,3.78,2.29,5.43,1.77,−1.04,0.69,1.40,1.43,,482.45 ,,,,,,1,4,−0.87,1.08,98.87,6.16,−0.29
AMP Flexible Lifetime Investment-Future Directions Australian Share (Original),122,AMP0015AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.58,13.27,1.14,9.69,0,0,1.55,0.00,5.17,0.80,−6.80,−4.14,−3.28,2.82,4.26,10.16,5.62,1.65,1.91,12.33,"2,591.08 ",Large Blend,,,,,2,3,−2.65,0.97,94.33,13.49,0.10
AMP Flexible Lifetime Investment-Future Directions Emerging Markets,15266,AMP1117AU,,,,,3,Equity Emerging Markets,No,No,,,,8.22,7.18,0.38,3.58,0.8,0.14,0,0.00,0.22,−1.48,−0.26,4.06,0.95,10.56,6.01,5.60,3.46,2.31,2.35,,965.72 ,Large Blend,,,,,2,3,−1.39,0.99,95.54,11.29,0.25
AMP Flexible Lifetime Investment-Future Directions International Share (Original),121,AMP0017AU,Neutral,10.00,88.00,2025-03-31,2,Equity World Large Blend,No,No,,,,9.03,13.82,0.62,15.69,0.68,0,0.11,0.50,1.92,−2.21,−6.05,2.93,−2.77,11.36,13.98,12.27,9.95,1.65,1.74,12.92,"2,383.18 ",Large Blend,,,,,3,2,0.01,0.90,91.77,10.95,0.92
AMP Flexible Lifetime Investment Series 2-AMP International Share Enhanced Index,17970,AMP1396AU,,,,,2,Equity World Large Blend,No,No,,,,7.07,8.23,0.49,16.18,1.31,0.01,0.26,0.97,0.36,−2.63,−7.61,2.65,−4.98,12.67,14.29,13.53,10.62,1.40,1.59,,968.20 ,Large Blend,,,,,3,3,−0.85,1.01,99.62,11.80,0.89
AMP Flexible Lifetime Investment Series 2-Future Directions Australian Bond,17982,AMP1409AU,,,,,,Bonds - Australia,,No,,,,8.85,5.64,0,0,0,0,0,0.00,0.00,1.39,2.25,3.79,2.29,5.44,1.76,−0.91,0.96,1.40,1.43,,482.45 ,,,,,,1,4,−0.88,1.08,98.87,6.16,−0.29
AMP Flexible Lifetime Investment Series 2-Future Directions Emerging Markets,17987,AMP1414AU,,,,,3,Equity Emerging Markets,No,No,,,,8.22,7.18,0.38,3.58,0.8,0.14,0,0.00,0.22,−1.48,−0.40,3.92,0.81,10.40,6.38,5.97,3.85,2.31,2.35,,965.72 ,Large Blend,,,,,3,3,−1.01,0.98,95.72,11.16,0.28
AMP Flexible Lifetime Investment Series 2-Schroder Fixed Income,40898,AMP2040AU,Negative,100.00,100.00,2025-03-31,,Bonds - Australia,,No,,,,,,,,,,,,,1.45,2.09,3.99,2.32,6.28,1.63,−0.84,,1.60,1.60,6.17,44.11 ,,,,,,2,4,−1.03,1.06,98.60,6.05,−0.32
AMP Flexible Pension Plan - Cash (Mature),8716,NML0364AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.38,1.13,215.56,1.57,222.19,50.58,27.83,13.48,,1.74,,,,,,,,,,92.36,105.41,0.59,120.73,0.57
AMP - Futureguard - Cash,4142,NML0721AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.28,0.81,1.71,1.13,3.48,2.76,1.58,0.86,,2.53,,,,,,,,,,−0.91,0.34,6.42,0.27,−8.36
AMP - Futureguard - Cash (Mature),8667,NML0372AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.28,0.81,1.71,1.13,3.48,2.76,1.58,0.86,,1.53,,,,,,,,,,−0.91,0.34,6.41,0.27,−8.36
AMP Generations - AMP Cash Mgmt,11640,NML0569AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.38,1.06,2.26,1.47,4.59,3.56,1.85,1.37,0.23,0.29,2.08,,,,,,,,,0.14,1.59,76.71,0.39,−1.26
AMP - Generations - BlackRock Australian Equity Index,11626,NML0572AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.92,19.52,0.71,7.73,0,0,2.36,0.00,9.02,3.56,−3.77,0.83,0.48,8.83,6.13,11.05,6.51,0.49,0.56,6.83,,Large Blend,,,,,3,3,−0.99,1.00,99.95,13.57,0.23
AMP - Generations - BlackRock Australian Fixed Interest Index,11627,NML0573AU,Negative,100.00,100.00,2025-03-31,,Bonds - Australia,,No,,,,,,,,,,,,,1.66,2.69,4.41,2.84,6.49,2.09,−0.95,1.10,0.44,0.65,13.17,,,,,AA,4.97,2,2,−0.65,1.00,99.98,5.68,−0.26
AMP - Generations - BlackRock International Equity Index (Hedged),11628,NML0574AU,Bronze,100.00,100.00,2025-03-31,2,Equity World - Currency Hedged,No,No,,,,7.29,9.39,0.64,18.59,1.75,0.76,0.28,1.29,0.49,−0.48,−6.40,−0.52,−3.21,9.31,9.47,12.17,8.22,0.55,0.69,20.75,,Large Blend,,,,,3,3,−0.35,1.01,99.96,14.74,0.44
AMP - Generations - BlackRock International Equity Index (Unhedged),11629,NML0575AU,Bronze,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.89,−6.88,3.00,−4.39,13.18,14.40,13.49,10.52,0.68,0.83,20.75,,,,,,,3,3,−0.64,1.00,99.99,11.64,0.90
AMP - Generations - BlackRock Property Securities Index,11631,NML0577AU,Neutral,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,6.20,−5.20,−4.71,−0.97,7.89,4.08,10.81,6.14,0.78,0.96,9.25,,Large Growth,,,,,2,3,−1.03,1.00,100.00,23.37,0.13
AMP International Equity Index Fund,43722,AMP7078AU,,,,,2,Equity World Large Blend,,No,,,,,,,,,,,,,−1.87,−6.90,3.28,−4.35,13.74,15.27,,,0.08,0.08,5.00,,,,,,,4,3,0.02,1.01,99.98,11.76,0.96
AMP International Equity Index Fund Hedged Class O,44786,IPA3419AU,,,,,3,Equity World - Currency Hedged,No,No,,,,7.28,9.44,0.63,18,1.5,0.02,0.27,1.17,0.52,−0.49,−6.45,−0.38,−3.22,9.60,,,,0.08,0.08,2.67,600.99 ,Large Blend,,,,,,,,,,,
AMP Investment Linked Deferred Annuity-AMP Capital Guaranteed Fixed Interest,117,AMP0712AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.21,0.79,1.74,1.10,3.57,1.83,1.10,0.72,,1.78,21.83,,,,,,,,,−1.66,1.04,5.48,0.51,−4.85
AMP Investment Linked Personal Super Bond-AMP Cap Guaranteed Fixed Interest,110,AMP0412AU,,,,,,Australian Cash,,,,,,,,,,,,,,,0.21,0.79,1.74,1.10,3.57,1.83,1.10,0.72,,1.78,21.83,,,,,,,,,−1.66,1.04,5.48,0.51,−4.85
AMP KiwiSaver Global Fixed Interest Fund,23979,,,,,,3,Global Bond,Yes,No,,,,5.44,1.43,0.4,3.41,0,0,0.03,0.00,0.00,2.79,3.86,3.88,4.31,7.59,1.65,−1.27,,0.69,0.77,,,,,,,,2,3,−1.13,0.99,97.75,7.48,−0.24
AMP MFIP Australian Share Index,5863,AMP0359AU,,,,,3,Equity Australia Large Blend,No,No,,,,12.52,8.06,1.24,10.72,0,0,2.14,0.00,15.63,3.92,−3.02,1.69,1.51,10.61,7.37,12.43,7.69,,0.21,3.17,1.38 ,Large Blend,,,,,3,4,0.16,1.01,99.42,13.65,0.32
AMP MFIP International Share Index,12299,AMP0984AU,,,,,2,Equity World Large Blend,No,No,,,,7.07,8.23,0.49,16.18,1.31,0.01,0.26,0.97,0.36,−1.92,−6.97,2.87,−4.37,12.55,14.20,13.03,9.96,,0.40,,0.32 ,Large Blend,,,,,3,3,−0.13,0.93,97.73,10.96,0.94
